	news_id	news_title	news_body	main_related_company_id	news_ac
31962	3828882	男护士走俏市场需求旺尚未毕业便一抢而空	"　　昨日是国际护士节，关于护士的话题自然成为焦点。当人们谈论护士时，会说些什么？女性、耐心细致、服务者。但把这些印象与男性联系在一起时，有人也许会捂嘴愉笑“男护士？还真没见过。”其实，相比于女性，男性从事护理行业有诸如体力强、应急能力突出等诸多优势，但目前男护士的职业形象未被多数公众理解和认可。据统计，截至2012年底，中国注册护士总数达249.7万人，但是，男护士所占的比例却不足百分之一。
　　“我们的工作在学校时就被预订好，当同班的女同学还在苦苦为工作奔波时，我们宿舍六人已经被昆明几家三甲医院预订了。”工人医院急诊科一位男护士透露。网友在评选2014年中国十大紧缺人才时，男护士跟审计、造价、预算、物流等专业人才一起榜上有名。
　　记者从省内多家开设护理专业并招收男生的学校了解到，这几年护理系招收男生的数量一直在增加，男生学护理也越来越“吃香”，其就业率达到了100%，并且从事护士工作的男毕业生很多进入了三甲医院。一些之前护理专业只招收女生的学校，近几年也纷纷放开政策，在招生时会特别注明男女兼招。“我们医学院的护理专业的男护士基本上从大一开始就已经被各大医院定制了。”昆明一所大学护理专业的老师透露。
　　“但是，我们也有自己的苦恼。比如目前我国还没有适于男护士戴的工作帽，因此身着白大褂不戴护士帽的男护士，他们的这身打扮时常被人误以为是医生。“对不起，我是护士，不是医生。”这样的解释每天至少是几十遍。除了工作上的尴尬，生活中，男护士也经常会遇到尴尬的事情。
　　“男护士在目前的社会中，地位偏低，人们传统的看法总觉得护士是女人干的事情，男人干这一行很没面子，其实这个观点完全不对。”昆医附二院一位男护士告诉记者，有一次，他的家人给他介绍了对象，当家人介绍他的职业时，故意省去他是男护士的身份，他马上纠正，我不是医生是护士。可是，没想到对方扭头便走，还扔下一句：“还是个男护士，有什么出息，我还以为是医生了，早知道就不来相亲了！”之所以会有这种尴尬的情况出现，几位男护士都说这与现实有关：“护士再怎么干也只能干到护士长，上升空间太窄，导致社会地位偏低。”"	-1	0
24930	3820530	IPO打新市值配售办法	"5月9日，沪深两大交易所下文修改IPO打新市值配售办法，投资者持有市值的计算口径改为按T-2日前20个交易日的日均持有市值来计算。这将增加投资者数量和整体可申购额度，也就是说，有更多的资金可申购新股了，新股压力将大为缓解。
5月9日，沪深两大交易所下文修改IPO打新市值配售办法，投资者持有市值的计算口径改为按T-2日前20个交易日的日均持有市值来计算。这将增加投资者数量和整体可申购额度，也就是说，有更多的资金可申购新股了，新股压力将大为缓解。
据测算，按调整后口径计算市值，沪深两大交易所具有申购资格的投资者数量和投资者整体可申购额度较调整前均有一定比例的增加。
修改后打新市值配售计算规则更为合理，减轻新股申购对投资者二级市场交易行为的限制。按调整后口径计算市值，投资者单个交易日的交易行为和持股情况不再对新股申购产生关键影响，避免了投资者因T-2日卖出持有股票而无法参与新股申购等不合理情况。
同时新颁布的《网下发行实施办法》，明确网下投资者参与上海市场首发新股网下发行，须持有1000万元以上的上海市场非限售A股股份市值，市值计算规则与网上发行相同。明确网下投资者及其管理的配售对象报价应当包含每股价格和该价格对应的拟申购股数，且只能有一个报价，非个人投资者应当以机构为单位进行报价。
中国证券业协会还发布了修订后的《首次公开发行股票承销业务规范》，还同时发布了《首次公开发行股票网下投资者备案管理细则》、《首次公开发行股票配售细则》，IPO配套措施正式落地。综合"	-1	0
21496	3816291	4月外贸进出口降幅收窄	"　　本报北京5月8日电（记者张翼）海关总署8日公布的数据显示，前4个月，我国进出口总值8.1万亿元人民币，比去年同期下降3.1%。其中，出口4.16万亿元，下降4.8%；进口3.94万亿元，下降1.2%；贸易顺差2154亿元，减少42.9%。
　　4月份当月，我国进出口总值2.2万亿元人民币，下降1.3%，较一季度降幅收窄2.4个百分点。其中，出口1.16万亿元，下降1.4%，较一季度降幅收窄4.7个百分点；进口1.04万亿元，下降1.3%；贸易顺差1122亿元，减少2.3%。
　　前4个月，我国外贸进出口的主要特点是：
　　—一般贸易进出口保持增长，加工贸易进出口下降；外资企业进出口微增，民营企业进出口出现下降。
　　—对欧盟、美国、东盟和日本进出口增长，对香港贸易明显下降。前4个月，内地与香港贸易总值为6329.1亿元，下降33.1%
　　—广东、江苏等7个省市合计进出口所占比重回落，中西部地区出口活跃。前4个月，广东出口下降21.1%，江苏同比持平，上海下降0.9%，北京下降3.1%；甘肃、重庆、陕西、云南和广西等中西部省市区的出口增速分别为73.6%、62.2%、40.9%、40.6%和36.6%。
　　在出口商品中，机电产品出口2.36万亿元，下降7.7%，占出口总值的56.8%，传统劳动密集型产品出口降幅收窄；在进口商品中，主要大宗商品进口量增加，进口均价普遍下跌。
　　同时，海关总署8日发布的数据显示，今年4月份，我国外贸出口先导指数为41.9，在上月环比提升0.4的基础上再次提升0.2，显示未来一段时期出口向好的趋势更加明显。"	-1	0
11531	3804166	清洁能源产业项目进度加快概念股迎升机	"据中证报报道，随着不久前国家能源委开会定调将开工一批重大清洁能源项目，并作为未来经济“稳增长”的一个支点，近段时间以来，各地落实政策呼声的节奏正在逐渐加快。
五一小长假刚过，上海市就印发《可再生能源和新能源发展专项资金扶持办法》，针对风电、光伏明确国家补贴基础之上的度电补贴政策，成为继江苏、浙江、山东等之后对清洁能源再抛政策“橄榄枝”的省市。在一些地方以终端补贴方式刺激市场之外，西部一些资源大省则加快项目进度，例如备受关注的甘肃酒泉、新疆哈密等大型风电基地今年以来相继进入开工状态。
目前风电光伏等清洁能源景气度向好已得到市场充分验证，此番政策再度加码释放利好，预计今年内风电光伏板块不仅将展现其“稳增长”效力，更有可能跃升为A股弱势下的提振器。
分析人士认为，行业发展低迷，市场难以扩容，对企业的最直接影响就是订单量萎缩。重点项目开工加大供应量，以终端补贴力度加大释放终端需求，将带来市场快速扩容。
根据券商机构报告，2014年，国内清洁能源行业企业将迎来订单潮，各企业前期积累的巨量库存将加速消化，部分去库存压力相对较小的企业业绩改善更趋容易。"	-1	0
30553	3827146	常州财政重点督办政府购买服务提案	"　　本报讯日前，常州市政协委员就重点督办提案政府购买公共服务相关内容与市财政局举行座谈。
　　为让政协委员们更深入地了解服务类项目政府采购工作的具体流程，常州市财政局选择了常州市地理国情普查项目公开招标的开标全过程请委员们观摩。开标会议结束后，政协委员与市财政局进行座谈，市财政局副局长王美蓉就重点督办政协提案的办理情况及该市政府购买公共服务工作开展情况及存在的一些问题向政协委员作了详细介绍。
　　政协委员建议，在推开政府购买公共服务工作中，要结合调整优化行政职能，推进社会事业管办分离，调整准入门槛，创造公平开放的市场环境。同时要注意培育扶持社会组织，保证政府与社会组织的信息对称，并大力开展社会组织相关人员的教育培训，通过政府购买服务让更多非盈利的社会组织加入到公共服务领域，以促进政府职能转变。此外，针对评价管理指标和模式有待健全完善的问题，政协委员建议，要尝试通过引入第三方评估机制，建立更科学的政府购买公共服务监管模式,提升公共服务的综合绩效。（蔡文静）"	-1	0
16529	3810284	安徽最高气温超31℃明天夜间起将迎明显降水	"　　中国天气网讯
　　近日，安徽天气晴暖。今天（7日），在阳光的照耀下，全省最高气温超31℃。恰逢合肥三十岗桑葚采摘节开幕，“吃货们”不受阳光和温度的影响，如约前往。安徽气象台预计，明天夜间开始，雨水又将袭来。
　　这几天，安徽的阳光非常“给力”。今天一大早，明晃晃的太阳就出现在天空，上午10时省城合肥的气温已经达到25℃。到中午12时更是一鼓作气冲到28℃，截至14时，安徽全省有54个站点的最高气温达到或超过28℃，5个站点在30℃或以上，最高为六安31.1℃。
　　今天，合肥天气晴朗，阳光耀眼。（图片来源：新浪微博）
　　大太阳也阻止不了吃货的脚步（图片来源：大众点评网）
　　今天，合肥三十岗桃蹊桑葚采摘节正式开幕，500亩桑葚采摘园面向市民开放。前几天就有不少人按捺不住迫切的心情先采为快，强烈的阳光也阻挡不了他们奔赴田间地头的热情。三十岗乡的工作人员介绍说，桑果的采摘期只有半个月左右的时间，如果想来感受一把田间采摘的乐趣，要抓紧时间了。
　　安徽气象台预计，明天白天全省晴天转多云，最高气温仍然在28-30℃之间。夜间至10日有一次较明显的降水过程，淮河以南部分地区可能出现大雨到暴雨。（文/蒋安丽）"	-1	0
3321	3794565	人民日报谈经济发展：不能靠速效药药劲过后病情更重	"本报记者罗兰　　中国政府多次表态不再依靠短期刺激政策，而是坚定不移地通过改革创新，激发经济的内生动力来实现经济增长。
胥晓璇作（新华社发）
采取短期刺激政策不利经济行稳致远
调结构促转型不能靠“速效药”(热点聚焦)
中国政府多次表态不再依靠短期刺激政策，而是坚定不移地通过改革创新，激发经济的内生动力来实现经济增长。李克强总理近日在《求是》杂志上发表文章称，“如果不是用改革的办法，即简政放权、创新宏观调控方式、着力调整结构‘三管齐下’，而是采取短期刺激政策，不仅去年的结果可能会大不一样，而且今后几年的日子也许会更难过。”
【多次表态不“刺激”】
经过长期高速增长后，中国经济这驾疾驰的马车开始放慢脚步，同时，多年运转累积的伤病问题也日益突出。到2013年上半年时，出口大幅波动，经济持续下行。当时，世界对中国经济悲观情绪上升，国内要求政府刺激经济的欲求强烈。
对此，中央政府没有按老办法大规模刺激经济，而是坚持从内部进行改革创新，激发市场的活力和内生动力。李克强说，我们坚持实施积极的财政政策和稳健的货币政策，不采取短期刺激措施，不扩大赤字，不超发货币，而是增加有效供给，释放潜在需求，沉着应对市场短期波动，保障经济运行不滑出合理区间，让市场吃了“定心丸”，成为经济稳中向好的关键一招。
2014年一季度，一些经济指标出现疲软，中国政府保持定力，依然坚持不采取刺激政策。李克强称，尽管中国经济稳中向好基础还不牢固，但稳增长有基础，政府有能力有信心保持经济增长在合理区间，不会为经济一时波动而采取短期的强刺激政策。
近日国务院发布的“十二五”规划纲要实施中期评估报告也指出，单纯以需求管理为主的财政政策和货币政策，在促进经济增长上的运作空间日趋缩小，要创新宏观调控思路和政策组合，坚持需求管理和供给管理并重，以提高供给侧效率为重点，着力构建新的内在稳定增长机制。
【“强心针”后病更重】
面对经济下行，采用刺激政策仿佛使用“强心针”，针扎下去虽然能提速，但内部各种病症不仅依然存在，而且因错失治愈良机，药劲过后病情更为严重。所以，全社会应积极面对增速放缓的现实，坚持追求经济发展的质量和效益，在缓慢前行中强身健体。
分析过去刺激政策的弊端，专家指出，当年宏观经济刺激政策在保增长等方面起了非常大的作用。但为了保增长，结构性改革被推迟了，还积累了部分行业产能严重过剩、地方债务风险高企等问题，同时，宽松的财政货币政策也给后来埋下了风险。
困难、问题多时正是改革的窗口期。李克强在文章中表示，改革的机遇前所未有，改革的复杂性、艰巨性和风险挑战也前所未有。面对这种情况，应该怎么办？除了改革别无选择。因为现在遇到的深层次矛盾和问题，已成为经济社会发展的“拦路虎”，躲不开、绕不过、拖不得，不改没有出路，慢了会贻误时机，付出的代价将更大。我们必须以强烈的历史使命感和责任感，以壮士断腕的决心和勇气，坚定不移地推进改革。
专家指出，需求管理注重的是短期经济扩张，供给管理则是注重长期结构性调整。如今宏观调控在需求管理和供给管理方面并举，意味着我国经济更注重长期内在增长动力的提升。
【“可喜变化”正发生】
事实证明，不采用短期刺激政策，致力于改革的方针是正确有效的。李克强说，“我们着力依靠改革实施结构调整。从优化供给和改善需求两侧精准发力，主要运用市场化办法并辅之以差别化政策，有扶有控、有保有压、有进有退，既大力支持服务业和新兴产业发展，促进传统产业改造升级，积极化解部分行业产能严重过剩矛盾，又加大棚户区改造、中西部铁路建设、城市基础设施等薄弱环节投资。结构调整步伐加快，特别是需求结构、产业结构、城乡结构、区域结构等发生了可喜变化。”
未来经济发展还有很多潜力有待挖掘。李克强表示，我国发展仍处于可以大有作为的重要战略机遇期，新型工业化、信息化、城镇化、农业现代化深入推进，区域发展回旋余地很大，今后一个时期保持经济中高速增长是有潜力、有基础的。
在构建开放型经济新体制中，李克强特别提出，现在，我国经济与世界经济高度融合，是120多个国家的第一大贸易伙伴；同时，我们仍处于国际分工和产业链的中低端。当前的外部环境，既有机遇，也有挑战。我们要努力构建开放型经济新体制，以对外开放的主动，赢得经济发展上的主动、国际竞争上的主动。"	-1	0
32669	3829795	澳严控赤字：减支增税搞基建	"　　澳大利亚阿博特政府于当地时间13日发布自去年9月上台后首份财政预算。
　　如早先放风的那样，这份预算以紧缩为基调，旨在通过削减开支、增加新的财政收入，以及加大基础建设投资等手段，控制财政赤字，实现增长。
　　根据这份澳国库部长霍基于当日19:30发布的预算，澳大利亚将削减对外援助、福利、公共服务等开支，对高收入者征税。同时，还公布了116亿澳元的一揽子基建计划，鼓励地方政府出售资产并再投资于基建领域，以帮助该国转变依赖矿业为主的增长模式。
　　澳财政部预计，在截至2015年6月的财年中，该国预算赤字将达到298亿澳元（约合1734亿元人民币），低于本财年的499亿澳元，而在接下来的3年将持续减少。
　　津贴时代结束
　　“借贷和消费的日子必须结束。”霍基称，“津贴时代结束了。它必须被取代，（取代它的）不是紧缩的时代，而是机会的时代。”
　　该财政预算预计在新财年净负债占GDP的比重将升至13.9%，达到自1997~1998财年以来的最高水平，并将在2016~2017财年升至14.6%。
　　反对党工党议员则称政府在夸大错误的预算危机来掩盖有政治动机的开支削减。
　　“从工党继承的开支增长轨迹将在2023~2024财年为我们带来6670亿澳元的政府债务。”澳大利亚财政部长科曼说，结构性存款和结构性改革是该财政预算的一部分，考虑到减税效应，2023~2024年的总债务将减少到3890亿澳元。
　　根据国际货币基金组织（IMF）的数据，去年澳大利亚总债务占GDP的比重为28.8%，是除爱沙尼亚外发达经济体中最小的。美国总债务占GDP的比重为105%，日本则为243%。
　　根据该财政预算，2014~2015财年实际GDP的增长将从上一年度的2.75%放慢到2.5%，但在2015~2016财年将升到3%，并在接下来的两年中增至3.5%。
　　有当地观察家称，鉴于目前阿博特领导的自由党-国家党联盟支持率低于反对党工党，阿博特政府急于兑现竞选承诺，即实现在10年内使联邦预算盈余恢复到占国内生产总值（GDP）1%的目标，以尽快赢得更多支持，寻求在2016年选举中连任。早在财政预算公布前，阿博特政府就不断给选民吹风，做好削减开支的准备。
　　根据该预算，健康和医疗基金将削减500亿澳元，对外援助约80亿澳元，并收紧家庭福利津贴。同时，政府称将在4年内裁减1.65万个公务员职位，取消230个项目。“一个更小的、更少干预的政府不需要这么多公务员。”霍基还宣布，到2035年，澳大利亚退休年龄将从65岁延长到70岁。
　　阿博特政府在税收方面的“食言”令不少澳大利亚人懊恼。根据该预算，政府将对约40万年收入超过18万澳元的澳大利亚人征收2%的财政赤字税，这将为政府增收31亿澳元。同时，这也使得澳大利亚最高个人所得税率达到49%，在经合组织（OECD）中是最高的。
　　有分析师认为，这样的征税方式是不可持续的，如果要具备国际竞争力，则必须进行广泛的税收改革。
　　“有一些短期痛苦，但这是有目的的痛苦。”阿博特说，“我们有一个严重的问题。我们每月借贷10亿澳元，只够偿还我们的借款利息。”
　　加大基建投入
　　规模为1.5万亿澳元的澳大利亚经济顺利度过全球金融危机，但资源行业投资的降温等已对经济增长和政府收入带来冲击。
　　为了度过矿业繁荣的降温期，根据该财政预算，澳政府计划实施116亿澳元的一揽子基建增长计划，以促进在2020年前实现联邦、州和私营部门总投资达到1250亿澳元。
　　同时，为鼓励澳地方政府出售资产并再投资于基建领域，政府承诺未来5年内50亿澳元的激励。霍基称，政府将出售包括澳大利亚国家听力中心（AustralianHearing）、澳大利亚国防部房屋署（DefenceHousingAustralia）、澳大利亚皇家铸币厂等在内的一系列政府资产，私有化的收益将被作为新项目的资产再投入基金。
　　而在财政预算公布前一天，霍基就表示，澳政府将在未来6年内共同出资推进820亿澳元（约合4772亿元人民币）的道路基建计划，以帮助刺激投资和创造就业。霍基表示，道路基建资金中400亿澳元来自税收增长，另外部分则由地方政府和私人投资者共同出资。
　　此外，还将开启一项200亿澳元的医学科研基金。霍基说，在过去10年中，资源行业在促进增长上已经“做了很多”，“现在我们需要启用其他部门”。
　　根据该财政预算，政府还将自8月1日起重新引入燃油税指数，此举预计将增收22亿澳元。政府还重申将从2015年7月1日起将公司税率削减1.5~28.5个百分点。"	-1	0
24993	3820592	金价将多次测试1280支撑位	"　　受耶伦讲话影响，本周国际金价再次走出了冲高回落的走势，高至1312美元/盎司，周四最低落至1283美元/盎司，国内金价再次落到了260元/克以下位置。广州金首饰价格差距拉大，促销价低至290元。
　　上周非农数据公布后，金价短线走高，亚洲买盘持续做多；但本周中期的耶伦讲话看似偏向“宽松政策”，实际上依然坚持“削债”，并不放弃加息，对于黄金市场机构投资者来说，理解为美元仍将持续走强、金价仍将持续走弱。而乌克兰动荡并没有带给金价动力与支持，地缘政治与金价的关系愈发疏离。欧洲央行行长周四晚间的讲话，也偏向打击欧元，带给金价一定的压力。
　　广东粤宝的何伟锋认为：自3月以来，金价多次上攻铩羽而归，技术面指标重回弱市，短线内将多次测试1280美元关键支撑位，机构博弈依旧，下周不确定性增强。但在需求淡季，金价偏向于围绕1300美元窄幅震荡，暴跌或大涨的概率偏低。建议多观望少操作，前期高位做空者继续持有。"	-1	0
33417	3830676	公安部发A级通缉令通缉义乌持枪杀人案嫌疑人	"　　证券时报网（www.stcn.com）05月14日讯
　　5月14，据中新网消息，据公安部刑事侦查局官方微博消息，公安部发布A级通缉令通缉浙江省义乌市持枪杀人案嫌疑人，对发现线索的举报人、缉捕有功的单位或个人，每抓获1人将给予人民币5万元奖励。
　　消息称，2014年5月4日，浙江省义乌市发生一起持枪杀人案件，致1人死亡。现查明，丁奇哲、李志坚有重大作案嫌疑，现已潜逃。公安部刑侦局提醒，如发现线索，请立即报警。
　　（证券时报网快讯中心）"	-1	0
8188	3800130	四川信托重大人事变动:总裁陈军辞职刘景峰“接班”	"　　“五一”小长假前一日，四川信托发布重大人事变动公告。公告称公司董事会于4月29日通过决议，同意总裁陈军辞去四川信托总裁职务，同时决定由公司刘景峰副总裁代行总裁职务。
 
　　这次人事变动，是自去年底信托元老李南峰进入四川信托以来，四川信托人事最大的变动。
 
　　曾是重组“关键角色” 
 
　　资料显示，44岁的陈军为投资经济学专业硕士，原任职于中海信托，在中海信托历任信托业务总部总经理、营销总监和副总裁。而据知情人士介绍，在四川信托重组成功的关键时点上，陈军以及其代表的中海信托曾扮演非常“关键角色”。
 
　　2005年“宏达系”开始着手重组停业多年的四川信托时，先后曾与多家公司洽谈重组，但均未谈拢。直到与中海信托合作，谈判才有实质进展。2009年7月，“宏达系”和中海信托分别出资7亿和3.9亿元，将四川信托注册资本金从原来10亿元上调至13亿元。2010年1月27日，重组获得银监会批准，当年11月30日，四川信托开业，开业伊始陈军便担任总裁一职。
 
　　据四川信托内部人士介绍，四川信托开业之初，从招募团队，到设立公司框架，再到打开业务架构，陈军无不亲自涉足。
 
　　原副总裁“接班” 
 
　　根据四川信托发布的2013年年报显示，其2013年营业收入20.45亿元，同比增长35.5%；净利润为10.52亿元，同比增长26.3%；信托资产规模为2186.76亿元，同比增长60%。而从结构来看，四川信托的房地产信托已大幅缩减，仅为182.46亿元，占比8.34%；占大头的是“实业”类信托，高达776.48亿元，占比高达35.51%。
 
　　在信托业整体规模增长放缓的大背景下，四川信托2013年仍然保持着较高的增长，业绩堪称不错，总裁陈军的辞职令业内颇为费解。
 
　　成都商报记者昨日致电多位四川信托内部人士，他们对陈军离职的原因均表示不太清楚。不过一位内部人士透露，陈军在4月中旬时已很少在公司露面，可能在那时已提交辞呈。
 
　　四川信托在公告中表示，未来接任陈军总裁职务的，是目前在四川信托七个副总裁中，排在第四位的刘景峰。个人履历显示，排在前三位的副总裁任职经历主要在银行体系，47岁的刘景峰则有着多年在信托公司任职的背景，其金融从业经验达21年，曾历任中融信托投资银行部副总经理、北京业务部总经理、副总裁以及中植集团总裁。"	-1	0
23962	3819348	合肥秸秆禁烧15日启动重点禁烧区扩大为41个	"　　记者昨从合肥市午季秸秆禁烧和综合利用工作调度会上获悉，该市将从下周四(5月15日)再次发出“禁烧令”，并将持续一个月。其中，5月24日~31日是重点防控期。另外，重点禁烧区也由去年的34个扩大为41个，禁烧面积扩大1620平方公里，并计划将3万亩田地转为“无秸秆种植”。
　　按照要求，合肥今年将实行午秋两季禁烧，5月15日~6月15日为午季禁烧期，9月20日~10月20日为秋季禁烧期，双季稻区禁烧期为10月15日~11月15日。“其中，5月24日~31日是重点防控期。”记者从调度会上获悉，在禁烧期间，严禁秸秆、荒草和垃圾露天焚烧行为，将通过卫星应用平台等信息化手段，实行“黑斑倒查制度”和“田主责任追究制度”。凡违反规定焚烧秸秆的当事人将处以每起200元罚款；造成重大污染事故，导致重大财产损失或人身伤亡者，追究有关责任人的刑事责任；对因禁烧工作组织不力、监管不严、处置不当、失职渎职，造成大面积秸秆焚烧的单位和相关责任人，由监察部门予以行政问责(举报投诉电话：12369)。
　　配合“禁烧令”的实施，合肥市也在千方百计地让秸秆“变废为宝”。“比如，让秸秆化肥还田、秸秆饲料化和利用秸秆进行发电等等”，据合肥市政府的相关人士介绍，该市还将设立秸秆禁烧和综合利用专项资金，对于秸秆机械化还田、秸秆收储站建设、规模化应用、秸秆能源化利用等多个项目给予资金支持。又讯(刘文广徐险峰汪日贵)烟雾不仅污染空气，还会影响飞机飞行，新桥机场周边自然成了秸秆禁烧的重点区域。昨天，合肥经开区召开秸秆禁烧动员大会，为严格落实禁烧责任，该区设立了一级禁烧网格6个，二级网格53个，三级647个，并明确网格职责和奖惩措施，确保禁烧工作落实到位。(记者姜志远)
　　新闻附件41个重点禁烧区域
　　肥东县：撮镇镇、店埠镇(含肥东经济开发区)、长临河镇、石塘镇、包公镇、循环经济示范园、众兴乡；
　　肥西：上派镇(含新港工业园)、三河镇、严店乡、丰乐镇、花岗镇；
　　长丰：双墩镇、岗集镇、吴山镇、陶楼乡，瑶海区大兴镇、龙岗开发区；庐阳区：三十岗乡、大杨镇，蜀山区井岗镇、南岗镇、小庙镇；
　　包河区：大圩镇、淝河镇、义城、烟墩、骆岗街道
　　高新区：长宁社区，经开区临湖社区、高刘镇，新站七里塘社区、站北社区、三十头社区、磨店社区、瑶海社区；巢湖市：忠庙街道、黄麓镇；庐江县同大镇、白山镇、郭河现代农业示范区。
（责任编辑：石兰）"	-1	0
